	0,010000	3,509575
	1,010000	3,495531
	2,010000	3,505822
	3,010000	3,520130
	4,010000	3,551365
	5,010000	3,547095
	6,010000	3,530040
	7,010000	3,564374
	8,010000	3,493861
	9,010000	3,504032
	10,010000	3,516969
	11,010000	3,519251
	12,010000	3,489259
	13,010000	3,426984
	14,010000	3,424924
	15,010000	3,447095
	16,010000	3,450460
	17,010000	3,456221
	18,010000	3,460527
	19,010000	3,465669
	20,010000	3,470418
	21,010000	3,474590
	22,010000	3,477207
	23,010000	3,477871
	24,010000	3,477038
	25,010000	3,474580
	26,010000	3,470135
	27,010000	3,463472
	28,010000	3,454515
	29,010000	3,443332
	30,010000	3,429926
	31,010000	3,414486
	32,010000	3,396592
	33,010000	3,376879
	34,010000	3,354848
	35,010000	3,331160
	36,010000	3,305787
	37,010000	3,278985
	38,010000	3,251356
	39,010000	3,222933
	40,010000	3,193647
	41,010000	3,164033
	42,010000	3,134777
	43,010000	3,106249
	44,010000	3,077862
	45,010000	3,050406
	46,010000	3,025290
	47,010000	3,001892
	48,010000	2,982618
	49,010000	2,963597
	50,010000	2,944860
	51,010000	2,927773
	52,010000	2,912323
	53,010000	2,898517
	54,010000	2,886618
	55,010000	2,876200
	56,010000	2,867780
	57,010000	2,860353
	58,010000	2,854553
	59,010000	2,849957
	60,010000	2,846930
	61,010000	2,844636
	62,010000	2,843653
	63,010000	2,843432
	64,010000	2,844265
	65,010000	2,845625
	66,010000	2,847861
	67,010000	2,850934
	68,010000	2,854406
	69,010000	2,858143
	70,010000	2,862162
	71,010000	2,866348
	72,010000	2,869977
	73,010000	2,873479
	74,010000	2,876870
	75,010000	2,879636
	76,010000	2,881768
	77,010000	2,883168
	78,010000	2,883409
	79,010000	2,883015
	80,010000	2,881114
	81,010000	2,878152
	82,010000	2,873820
	83,010000	2,868271
	84,010000	2,861362
	85,010000	2,852977
	86,010000	2,843620
	87,010000	2,832756
	88,010000	2,821570
	89,010000	2,809707
	90,010000	2,796987
	91,010000	2,784372
	92,010000	2,771591
	93,010000	2,760112
	94,010000	2,748935
	95,010000	2,738885
	96,010000	2,730446
	97,010000	2,722218
	98,010000	2,713805
	99,010000	2,708034
	100,010000	2,702683
	101,010000	2,700024
	102,010000	2,696210
	103,010000	2,695767
	104,010000	2,695354
	105,010000	2,694599
	106,010000	2,697043
	107,010000	2,713599
	108,010000	2,730664
	109,010000	2,727503
	110,010000	2,731005
	111,010000	2,735796
	112,010000	2,739894
	113,010000	2,740639
	114,010000	2,743266
	115,010000	2,750071
	116,010000	2,751813
	117,010000	2,757795
	118,010000	2,765528
	119,010000	2,770335
	120,010000	2,778703
	121,010000	2,781381
	122,010000	2,790315
	123,010000	2,798227
	124,010000	2,806527
	125,010000	2,812740
	126,010000	2,820144
	127,010000	2,828945
	128,010000	2,835900
	129,010000	2,840206
	130,010000	2,846507
	131,010000	2,852135
	132,010000	2,855874
	133,010000	2,860281
	134,010000	2,862894
	135,010000	2,862331
	136,010000	2,863682
	137,010000	2,863776
	138,010000	2,863012
	139,010000	2,860213
	140,010000	2,857147
	141,010000	2,854113
	142,010000	2,847321
	143,010000	2,841677
	144,010000	2,834774
	145,010000	2,828050
	146,010000	2,820096
	147,010000	2,812154
	148,010000	2,804493
	149,010000	2,797925
	150,010000	2,791201
	151,010000	2,784200
	152,010000	2,779780
	153,010000	2,775093
	154,010000	2,770836
	155,010000	2,765886
	156,010000	2,762791
	157,010000	2,760662
	158,010000	2,759184
	159,010000	2,759972
	160,010000	2,762088
	161,010000	2,763435
	162,010000	2,763412
	163,010000	2,766527
	164,010000	2,769277
	165,010000	2,772236
	166,010000	2,777606
	167,010000	2,783197
	168,010000	2,788447
